Source,Target,Weight
中国电子信息产业集团有限公司,中央汇金资产管理有限责任公司,1
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,中央汇金资产管理有限责任公司,1
中国建设银行股份有限公司-景顺长城量化精选股票型证券投资基金,中国银行股份有限公司-银华优势企业(平衡型)证券投资基金,1
中国证券金融股份有限公司,中央汇金资产管理有限责任公司,1
中国证券金融股份有限公司,香港中央结算有限公司,1
中央汇金资产管理有限责任公司,香港中央结算有限公司,1
中央汇金资产管理有限责任公司,香港中央结算有限公司,1
中央汇金资产管理有限责任公司,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,1
中央汇金资产管理有限责任公司,全国社保基金四零七组合,1
香港中央结算有限公司,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,1
香港中央结算有限公司,全国社保基金四零七组合,1
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,全国社保基金四零七组合,1
中国泛海控股集团有限公司,中国证券金融股份有限公司,1
中国泛海控股集团有限公司,中央汇金资产管理有限责任公司,1
中国证券金融股份有限公司,中央汇金资产管理有限责任公司,1
中国电子信息产业集团有限公司,中国农业银行股份有限公司-万家品质生活灵活配置混合型证券投资基金,1
中国电子信息产业集团有限公司,中国工商银行股份有限公司-华安媒体互联网混合型证券投资基金,1
中国电子信息产业集团有限公司,全国社保基金一零三组合,1
中国电子信息产业集团有限公司,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,1
中国电子信息产业集团有限公司,中国工商银行股份有限公司-博时精选混合型证券投资基金,1
中国电子信息产业集团有限公司,中国人民财产保险股份有限公司-传统-普通保险产品,1
中国农业银行股份有限公司-万家品质生活灵活配置混合型证券投资基金,中国工商银行股份有限公司-华安媒体互联网混合型证券投资基金,1
中国农业银行股份有限公司-万家品质生活灵活配置混合型证券投资基金,全国社保基金一零三组合,1
中国农业银行股份有限公司-万家品质生活灵活配置混合型证券投资基金,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,1
中国农业银行股份有限公司-万家品质生活灵活配置混合型证券投资基金,中国工商银行股份有限公司-博时精选混合型证券投资基金,1
中国农业银行股份有限公司-万家品质生活灵活配置混合型证券投资基金,中国人民财产保险股份有限公司-传统-普通保险产品,1
中国工商银行股份有限公司-华安媒体互联网混合型证券投资基金,全国社保基金一零三组合,1
中国工商银行股份有限公司-华安媒体互联网混合型证券投资基金,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,1
中国工商银行股份有限公司-华安媒体互联网混合型证券投资基金,中国工商银行股份有限公司-博时精选混合型证券投资基金,1
中国工商银行股份有限公司-华安媒体互联网混合型证券投资基金,中国人民财产保险股份有限公司-传统-普通保险产品,1
全国社保基金一零三组合,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,1
全国社保基金一零三组合,中国工商银行股份有限公司-博时精选混合型证券投资基金,1
全国社保基金一零三组合,中国人民财产保险股份有限公司-传统-普通保险产品,1
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,中国工商银行股份有限公司-博时精选混合型证券投资基金,1
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,中国人民财产保险股份有限公司-传统-普通保险产品,1
中国工商银行股份有限公司-博时精选混合型证券投资基金,中国人民财产保险股份有限公司-传统-普通保险产品,1
中国证券金融股份有限公司,中国人民财产保险股份有限公司-传统-普通保险产品,1
中国证券金融股份有限公司,中央汇金资产管理有限责任公司,1
中国人民财产保险股份有限公司-传统-普通保险产品,中央汇金资产管理有限责任公司,1
中国证券金融股份有限公司,中央汇金资产管理有限责任公司,1
中国证券金融股份有限公司,香港中央结算有限公司,1
中央汇金资产管理有限责任公司,香港中央结算有限公司,1
广发证券资管-平安银行-广发恒定21号常山股份定向增发集合资产管理计划,广发信德投资管理有限公司,1
香港中央结算有限公司,中国证券金融股份有限公司,1
香港中央结算有限公司,中央汇金资产管理有限责任公司,1
中国证券金融股份有限公司,中央汇金资产管理有限责任公司,1
香港中央结算有限公司,中国证券金融股份有限公司,1
香港中央结算有限公司,中央汇金资产管理有限责任公司,1
香港中央结算有限公司,全国社保基金一零二组合,1
香港中央结算有限公司,全国社保基金一零五组合,1
中国证券金融股份有限公司,中央汇金资产管理有限责任公司,1
中国证券金融股份有限公司,全国社保基金一零二组合,1
中国证券金融股份有限公司,全国社保基金一零五组合,1
中央汇金资产管理有限责任公司,全国社保基金一零二组合,1
中央汇金资产管理有限责任公司,全国社保基金一零五组合,1
全国社保基金一零二组合,全国社保基金一零五组合,1
中国证券金融股份有限公司,中央汇金资产管理有限责任公司,1
中国证券金融股份有限公司,香港中央结算有限公司,1
中央汇金资产管理有限责任公司,香港中央结算有限公司,1
全国社保基金六零四组合,中国建设银行股份有限公司-华商盛世成长混合型证券投资基金,1
全国社保基金六零四组合,中国工商银行股份有限公司企业年金计划-中国建设银行股份有限公司,1
中国建设银行股份有限公司-华商盛世成长混合型证券投资基金,中国工商银行股份有限公司企业年金计划-中国建设银行股份有限公司,1
中国证券金融股份有限公司,中国农业银行股份有限公司-景顺长城沪深300指数增强型证券投资基金,1
中国证券金融股份有限公司,中央汇金资产管理有限责任公司,1
中国农业银行股份有限公司-景顺长城沪深300指数增强型证券投资基金,中央汇金资产管理有限责任公司,1
香港中央结算有限公司,全国社保基金一零八组合,1
香港中央结算有限公司,中国农业银行股份有限公司-易方达消费行业股票型证券投资基金,1
香港中央结算有限公司,中央汇金资产管理有限责任公司,1
全国社保基金一零八组合,中国农业银行股份有限公司-易方达消费行业股票型证券投资基金,1
全国社保基金一零八组合,中央汇金资产管理有限责任公司,1
中国农业银行股份有限公司-易方达消费行业股票型证券投资基金,中央汇金资产管理有限责任公司,1
香港中央结算有限公司,中国证券金融股份有限公司,1
香港中央结算有限公司,中国建设银行股份有限公司-银华富裕主题混合型证券投资基金,1
香港中央结算有限公司,中国农业银行股份有限公司-银华瑞泰灵活配置混合型证券投资基金,1
香港中央结算有限公司,中央汇金资产管理有限责任公司,1
中国证券金融股份有限公司,中国建设银行股份有限公司-银华富裕主题混合型证券投资基金,1
中国证券金融股份有限公司,中国农业银行股份有限公司-银华瑞泰灵活配置混合型证券投资基金,1
中国证券金融股份有限公司,中央汇金资产管理有限责任公司,1
中国建设银行股份有限公司-银华富裕主题混合型证券投资基金,中国农业银行股份有限公司-银华瑞泰灵活配置混合型证券投资基金,1
中国建设银行股份有限公司-银华富裕主题混合型证券投资基金,中央汇金资产管理有限责任公司,1
中国农业银行股份有限公司-银华瑞泰灵活配置混合型证券投资基金,中央汇金资产管理有限责任公司,1
中国农业银行股份有限公司-金元顺安丰利债券型证券投资基金,中国农业银行股份有限公司-景顺长城能源基建混合型证券投资基金,1
中国民生银行股份有限公司,中国光大银行股份有限公司武汉分行,1
中国民生银行股份有限公司,中国外运长航集团有限公司,1
中国光大银行股份有限公司武汉分行,中国外运长航集团有限公司,1
全国社保基金一零二组合,中国建设银行股份有限公司-景顺长城量化精选股票型证券投资基金,1
全国社保基金一零二组合,中国农业银行股份有限公司-景顺长城沪深300指数增强型证券投资基金,1
全国社保基金一零二组合,中国建设银行股份有限公司-景顺长城量化小盘股票型证券投资基金,1
中国建设银行股份有限公司-景顺长城量化精选股票型证券投资基金,中国农业银行股份有限公司-景顺长城沪深300指数增强型证券投资基金,1
